base_feature,tuned_feature,decoder_cosine,base_frequency,tuned_frequency,frequency_delta,frequency_delta_abs,base_mean_activation,tuned_mean_activation,mean_activation_delta,category
4452,4452,0.990801,0.96965,0.0098399995,-0.95980996,0.95980996,0.19030753,0.00015883583,-0.1901487,frequency_shifted
3523,3523,0.9908172,0.01728,0.98595995,0.96867996,0.96867996,0.008831051,0.17779374,0.16896269,frequency_shifted
1136,1136,0.9908705,0.017679999,0.96878,0.9511,0.9511,0.0017704023,0.17238699,0.17061658,frequency_shifted
4699,4699,0.99089766,0.00133,0.96853,0.9672,0.9672,4.2062835e-05,0.16585055,0.16580848,frequency_shifted
2751,2751,0.9909512,0.011609999,0.968,0.95639,0.95639,0.0016717825,0.1496064,0.14793463,frequency_shifted
5363,5363,0.99098396,0.01313,0.96612996,0.95299995,0.95299995,0.0007249931,0.11956402,0.118839025,frequency_shifted
4798,4798,0.99099255,0.016479999,0.97024,0.95376,0.95376,0.0012897582,0.17024292,0.16895317,frequency_shifted
2026,2026,0.99102527,0.98541,0.016689999,-0.96871996,0.96871996,0.17842126,0.0033481498,-0.1750731,frequency_shifted
5684,5684,0.991043,0.017269999,0.96904,0.95176995,0.95176995,0.0028650411,0.1471077,0.14424266,frequency_shifted
3417,3417,0.99104786,0.0016399999,0.97073996,0.96909994,0.96909994,4.709742e-05,0.20153445,0.20148735,frequency_shifted
462,462,0.99106014,0.009269999,0.96865,0.95938,0.95938,0.0009493669,0.15411505,0.15316568,frequency_shifted
687,687,0.9910785,0.014889999,0.97151,0.95662,0.95662,0.0013014543,0.19796683,0.19666538,frequency_shifted
2431,2431,0.9911326,0.96827,0.01752,-0.95075,0.95075,0.15973435,0.0023008583,-0.1574335,frequency_shifted
465,465,0.9911489,0.96990997,0.0168,-0.95311,0.95311,0.19119693,0.0020406153,-0.18915632,frequency_shifted
4715,4715,0.99117494,0.96756,0.00253,-0.96503,0.96503,0.14342111,2.6200649e-05,-0.14339492,frequency_shifted
5074,5074,0.99117506,0.0173,0.98091996,0.96361995,0.96361995,0.00236491,0.12913863,0.12677373,frequency_shifted
2188,2188,0.9911982,0.96898997,0.01232,-0.95667,0.95667,0.16688515,0.0010015265,-0.16588363,frequency_shifted
5429,5429,0.9911983,0.00856,0.96873,0.96017,0.96017,0.0011602092,0.16165073,0.16049053,frequency_shifted
510,510,0.9912201,0.016409999,0.96834,0.95193,0.95193,0.0014622039,0.16782871,0.1663665,frequency_shifted
4259,4259,0.9913124,0.97944,0.01725,-0.96219,0.96219,0.21378192,0.0055611674,-0.20822075,frequency_shifted
2653,2653,0.99131596,0.0087,0.97097,0.96226996,0.96226996,0.00017000364,0.16967046,0.16950046,frequency_shifted
5829,5829,0.99139374,0.017549999,0.97786,0.96031,0.96031,0.003534963,0.18064901,0.17711405,frequency_shifted
466,466,0.9914251,0.98603,0.01745,-0.96858,0.96858,0.18159388,0.007322555,-0.17427133,frequency_shifted
1964,1964,0.9914359,0.97805995,0.01753,-0.9605299,0.9605299,0.17913759,0.0066843526,-0.17245324,frequency_shifted
703,703,0.99148667,0.96753997,0.00385,-0.96369,0.96369,0.14546296,2.7792335e-05,-0.14543517,frequency_shifted
945,945,0.9914968,0.01767,0.98043996,0.96277,0.96277,0.0056577637,0.19399562,0.18833786,frequency_shifted
2570,2570,0.9915025,0.0054099998,0.9701,0.96468997,0.96468997,5.390313e-05,0.17095871,0.17090482,frequency_shifted
6055,6055,0.99152786,0.97041,0.01678,-0.95363,0.95363,0.20289062,0.002673861,-0.20021676,frequency_shifted
4629,4629,0.9915322,0.98682,0.01732,-0.9695,0.9695,0.2069175,0.0051434343,-0.20177406,frequency_shifted
4051,4051,0.9916245,0.97229,0.0152199995,-0.95707,0.95707,0.20529732,0.0012082217,-0.2040891,frequency_shifted
4962,4962,0.99165404,0.017029999,0.97764,0.96061,0.96061,0.0021535305,0.15919782,0.15704429,frequency_shifted
4900,4900,0.99167,0.97139996,0.010179999,-0.96121997,0.96121997,0.1913748,0.0008192257,-0.19055557,frequency_shifted
982,982,0.99174213,0.96782,0.01754,-0.95028,0.95028,0.16515224,0.0031211632,-0.16203107,frequency_shifted
5633,5633,0.9917616,0.00937,0.97669995,0.9673299,0.9673299,0.0003934409,0.15339042,0.15299699,frequency_shifted
5070,5070,0.9918012,0.00433,0.97037,0.96604,0.96604,5.676345e-05,0.18457472,0.18451796,frequency_shifted
2175,2175,0.99181736,0.96987,0.016889999,-0.95298,0.95298,0.19740556,0.0026284026,-0.19477716,frequency_shifted
2980,2980,0.99182904,0.96803,0.01612,-0.95190996,0.95190996,0.15138353,0.00087699154,-0.15050654,frequency_shifted
1283,1283,0.9918853,0.96799,0.017029999,-0.95096,0.95096,0.16820422,0.001810674,-0.16639355,frequency_shifted
2012,2012,0.9918934,0.96952,0.01096,-0.95856,0.95856,0.1767804,0.0008901956,-0.1758902,frequency_shifted
3724,3724,0.9919373,0.98512,0.01733,-0.96779,0.96779,0.15942228,0.0046364297,-0.15478584,frequency_shifted
3193,3193,0.99197954,0.97814,0.01743,-0.96071,0.96071,0.18312296,0.003447211,-0.17967576,frequency_shifted
5319,5319,0.9920334,0.016789999,0.96976995,0.95298,0.95298,0.003106739,0.15538245,0.15227571,frequency_shifted
4478,4478,0.99204004,0.01677,0.96080995,0.94403994,0.94403994,0.003947346,0.09794322,0.09399587,frequency_shifted
670,670,0.99204016,0.017719999,0.97167,0.95395,0.95395,0.0014697703,0.20283437,0.20136459,frequency_shifted
599,599,0.9920436,0.01759,0.98785996,0.97027,0.97027,0.002186936,0.2157616,0.21357466,frequency_shifted
4905,4905,0.9920464,0.01656,0.97088,0.95431995,0.95431995,0.00094269484,0.18192708,0.1809844,frequency_shifted
11,11,0.9920609,0.01688,0.97069997,0.95382,0.95382,0.0015962108,0.18464266,0.18304645,frequency_shifted
1675,1675,0.9920645,0.98416996,0.01736,-0.96681,0.96681,0.18504988,0.0049894177,-0.18006046,frequency_shifted
5959,5959,0.99213374,0.97494996,0.017439999,-0.95750993,0.95750993,0.16928971,0.0023555306,-0.16693418,frequency_shifted
5642,5642,0.9921419,0.01526,0.9745,0.95924,0.95924,0.00094090146,0.14726426,0.14632335,frequency_shifted
4950,4950,0.9921551,0.98617,0.01759,-0.96858,0.96858,0.19017895,0.0064352783,-0.18374367,frequency_shifted
5995,5995,0.99219507,0.00787,0.96452,0.95664996,0.95664996,9.30982e-05,0.11393156,0.113838464,frequency_shifted
216,216,0.9922095,0.00144,0.96957,0.96813,0.96813,2.6493071e-05,0.15683386,0.15680736,frequency_shifted
5978,5978,0.9922236,0.00968,0.97018,0.9605,0.9605,0.00020770359,0.17230043,0.17209272,frequency_shifted
2169,2169,0.9922571,0.0149799995,0.97032,0.95533997,0.95533997,0.0009560201,0.16750796,0.16655195,frequency_shifted
2771,2771,0.9922756,0.01231,0.96683997,0.95452994,0.95452994,0.00078762893,0.13752498,0.13673735,frequency_shifted
569,569,0.9923121,0.97199,0.008599999,-0.96339,0.96339,0.20593722,0.0005554875,-0.20538174,frequency_shifted
2904,2904,0.9923121,0.96405995,0.0111,-0.95295995,0.95295995,0.115230486,0.00056148076,-0.114669,frequency_shifted
1749,1749,0.99234295,0.97718996,0.01704,-0.96014994,0.96014994,0.15541136,0.0077849585,-0.1476264,frequency_shifted
1523,1523,0.99235606,0.017679999,0.98490995,0.96722996,0.96722996,0.0064727054,0.1674282,0.16095549,frequency_shifted
3971,3971,0.9923746,0.01721,0.96721995,0.95000994,0.95000994,0.005139997,0.15413646,0.14899647,frequency_shifted
2440,2440,0.9924606,0.01311,0.96712,0.95401,0.95401,0.00027992795,0.1332043,0.13292436,frequency_shifted
5563,5563,0.9924609,0.01705,0.96781,0.95075995,0.95075995,0.0023250377,0.13762343,0.13529839,frequency_shifted
4132,4132,0.9924619,0.01119,0.97476,0.96357,0.96357,0.0005677592,0.16030218,0.15973441,frequency_shifted
3587,3587,0.99247754,0.01711,0.96984,0.95273,0.95273,0.0008364169,0.16266787,0.16183145,frequency_shifted
3142,3142,0.9924859,0.00091,0.97106,0.97015,0.97015,2.5839247e-05,0.17629972,0.17627388,frequency_shifted
3726,3726,0.9925092,0.01616,0.97135997,0.95519996,0.95519996,0.0014494515,0.1819721,0.18052265,frequency_shifted
5662,5662,0.99251604,0.01766,0.96879995,0.9511399,0.9511399,0.0032871282,0.17724031,0.17395319,frequency_shifted
3246,3246,0.99253154,0.97189,0.00904,-0.96285,0.96285,0.19314355,0.0003806079,-0.19276294,frequency_shifted
1477,1477,0.99254096,0.96572995,0.01643,-0.94929993,0.94929993,0.14039853,0.0015635832,-0.13883495,frequency_shifted
3347,3347,0.9925773,0.01286,0.96898997,0.95612997,0.95612997,0.0009041853,0.1584127,0.1575085,frequency_shifted
2273,2273,0.9925777,0.016169999,0.98344,0.96726996,0.96726996,0.0017757721,0.14608887,0.1443131,frequency_shifted
1562,1562,0.992581,0.00873,0.97042,0.96169,0.96169,0.0003374787,0.15350649,0.153169,frequency_shifted
4106,4106,0.9925822,0.96344,0.00865,-0.95479,0.95479,0.1133747,6.873654e-05,-0.11330596,frequency_shifted
1978,1978,0.99258876,0.017269999,0.96856,0.95129,0.95129,0.001566886,0.16898249,0.1674156,frequency_shifted
4854,4854,0.99260724,0.015369999,0.96664995,0.95127994,0.95127994,0.0009770035,0.14589232,0.14491531,frequency_shifted
4085,4085,0.99262905,0.014939999,0.96884,0.9539,0.9539,0.00058432255,0.15550104,0.15491672,frequency_shifted
5337,5337,0.99264145,0.97164,0.01421,-0.95743,0.95743,0.21542092,0.00034396286,-0.21507695,frequency_shifted
1172,1172,0.992658,0.01745,0.98497,0.96752,0.96752,0.0054984046,0.15641858,0.15092017,frequency_shifted
2583,2583,0.9926821,0.96818,0.01725,-0.95093,0.95093,0.16074237,0.0016860977,-0.15905628,frequency_shifted
632,632,0.99270594,0.00127,0.97021997,0.96895,0.96895,4.4936038e-05,0.20015648,0.20011154,frequency_shifted
3687,3687,0.99273545,0.00151,0.96954995,0.96803993,0.96803993,5.580696e-05,0.18833993,0.18828413,frequency_shifted
2334,2334,0.9927576,0.98174,0.01555,-0.96619,0.96619,0.16998659,0.0017901451,-0.16819644,frequency_shifted
1112,1112,0.9927645,0.0144299995,0.97046,0.95603,0.95603,0.00076680817,0.17543203,0.17466521,frequency_shifted
4223,4223,0.9928041,0.00909,0.98464996,0.97555995,0.97555995,0.0013487238,0.1896353,0.18828659,frequency_shifted
666,666,0.992807,0.01077,0.97125995,0.9604899,0.9604899,0.0009367079,0.17912027,0.17818357,frequency_shifted
4476,4476,0.99281263,0.96849,0.00151,-0.96698,0.96698,0.14800474,3.456061e-05,-0.14797018,frequency_shifted
3053,3053,0.99283427,0.97037995,0.01778,-0.95259994,0.95259994,0.17681238,0.005133506,-0.17167887,frequency_shifted
3004,3004,0.9928392,0.96923995,0.01728,-0.95195997,0.95195997,0.16152602,0.00092159794,-0.16060443,frequency_shifted
3992,3992,0.99285936,0.008909999,0.97170997,0.96279997,0.96279997,0.00065844465,0.20400457,0.20334613,frequency_shifted
2384,2384,0.9928615,0.01644,0.96879995,0.95236,0.95236,0.001134864,0.14987864,0.14874378,frequency_shifted
2330,2330,0.99287647,0.01819,0.96961,0.95141995,0.95141995,0.0037192565,0.16215505,0.15843579,frequency_shifted
2044,2044,0.99288654,0.01745,0.98217,0.96472,0.96472,0.004936539,0.1486683,0.14373176,frequency_shifted
5492,5492,0.9928919,0.01707,0.97282,0.95575,0.95575,0.0015522101,0.20760246,0.20605025,frequency_shifted
259,259,0.99297404,0.0178,0.97600996,0.95821,0.95821,0.004066898,0.13862486,0.13455796,frequency_shifted
5467,5467,0.9929992,0.00894,0.97366,0.96472,0.96472,0.00053317635,0.115361996,0.11482882,frequency_shifted
743,743,0.9930148,0.00906,0.9666,0.95754,0.95754,0.00051761826,0.15295991,0.15244229,frequency_shifted
2866,2866,0.993045,0.01573,0.97511995,0.9593899,0.9593899,0.0009379211,0.14220296,0.14126503,frequency_shifted
1513,1513,0.9930482,0.96999997,0.01109,-0.95891,0.95891,0.20233843,0.0010081077,-0.20133032,frequency_shifted
5818,5818,0.9930494,0.96999997,0.01747,-0.95252997,0.95252997,0.18812716,0.0018997071,-0.18622746,frequency_shifted
376,376,0.9930738,0.97195,0.009509999,-0.96244,0.96244,0.19411123,0.00067824754,-0.19343299,frequency_shifted
4776,4776,0.9930805,0.01554,0.96752,0.95198,0.95198,0.00040901438,0.15123843,0.15082942,frequency_shifted
4041,4041,0.99309516,0.00151,0.96871,0.9672,0.9672,5.038907e-05,0.16423453,0.16418414,frequency_shifted
4123,4123,0.99320114,0.01387,0.9694,0.95553,0.95553,0.0010066907,0.16986343,0.16885674,frequency_shifted
2387,2387,0.9932071,0.97700995,0.01737,-0.95963997,0.95963997,0.13132277,0.007354928,-0.12396784,frequency_shifted
5924,5924,0.993211,0.97089,0.01708,-0.95381,0.95381,0.20033441,0.0020674553,-0.19826695,frequency_shifted
2789,2789,0.993219,0.96901995,0.009099999,-0.9599199,0.9599199,0.17115757,0.00069614407,-0.17046143,frequency_shifted
5462,5462,0.9932222,0.01349,0.96801996,0.95452994,0.95452994,0.00022921499,0.16066734,0.16043814,frequency_shifted
759,759,0.9932266,0.97019,0.01308,-0.95711,0.95711,0.16945861,0.00096872833,-0.16848989,frequency_shifted
5584,5584,0.99322945,0.01208,0.9694,0.95732,0.95732,0.0009475207,0.15927689,0.15832937,frequency_shifted
4033,4033,0.99323916,0.01855,0.98643,0.96788,0.96788,0.00853017,0.1965764,0.18804623,frequency_shifted
3805,3805,0.99324083,0.018339999,0.97805,0.95971,0.95971,0.0074583204,0.16734433,0.15988602,frequency_shifted
4455,4455,0.9932447,0.014289999,0.97071,0.95642,0.95642,0.0013664071,0.1830545,0.1816881,frequency_shifted
4733,4733,0.99331754,0.00948,0.96686,0.95738,0.95738,0.00066262373,0.13675539,0.13609277,frequency_shifted
1722,1722,0.99332446,0.00876,0.96906996,0.96031,0.96031,9.4480725e-05,0.16756098,0.1674665,frequency_shifted
2346,2346,0.9933444,0.96595997,0.01053,-0.95543,0.95543,0.14064212,0.00085242133,-0.1397897,frequency_shifted
4851,4851,0.9933675,0.96883,0.014079999,-0.95475,0.95475,0.16010031,0.0010166843,-0.15908362,frequency_shifted
570,570,0.99338466,0.97126997,0.01169,-0.95957994,0.95957994,0.18726316,0.00086192257,-0.18640123,frequency_shifted
4891,4891,0.99342,0.01732,0.96936,0.95204,0.95204,0.0010336083,0.17475648,0.17372288,frequency_shifted
4802,4802,0.9934207,0.01215,0.97339,0.96124,0.96124,0.0016141273,0.15555087,0.15393674,frequency_shifted
1276,1276,0.99345076,0.96485996,0.01721,-0.94764996,0.94764996,0.13100654,0.0055282433,-0.1254783,frequency_shifted
3247,3247,0.9934547,0.97492,0.01146,-0.96345997,0.96345997,0.1560431,0.00015612892,-0.15588696,frequency_shifted
3047,3047,0.9934571,0.01747,0.97081,0.95334,0.95334,0.00076006603,0.19221689,0.19145682,frequency_shifted
2136,2136,0.9934602,0.01029,0.96792996,0.95763993,0.95763993,0.00095302763,0.14676407,0.14581104,frequency_shifted
5535,5535,0.9934851,0.98258996,0.01719,-0.9654,0.9654,0.13106035,0.0056456053,-0.12541474,frequency_shifted
2610,2610,0.99349177,0.01059,0.96984,0.95925,0.95925,0.0005466371,0.16807197,0.16752534,frequency_shifted
217,217,0.9935723,0.01428,0.96674997,0.95246994,0.95246994,0.0009298077,0.13528763,0.13435782,frequency_shifted
1519,1519,0.9936197,0.01852,0.97251,0.95399,0.95399,0.0018160956,0.17675479,0.1749387,frequency_shifted
6062,6062,0.9936235,0.01232,0.96752,0.9552,0.9552,0.00047674385,0.15007961,0.14960286,frequency_shifted
2318,2318,0.9936292,0.96537,0.00876,-0.95661,0.95661,0.15023951,0.000109498826,-0.15013002,frequency_shifted
4821,4821,0.9936485,0.97643995,0.017199999,-0.95923996,0.95923996,0.17438912,0.0040862025,-0.17030293,frequency_shifted
3411,3411,0.9936644,0.01454,0.97015,0.95561,0.95561,0.0007816717,0.17398629,0.17320462,frequency_shifted
2243,2243,0.9937071,0.01438,0.97858995,0.96421,0.96421,0.000426867,0.18502691,0.18460004,frequency_shifted
3596,3596,0.99371225,0.96669,0.00127,-0.96542,0.96542,0.15608487,3.744522e-05,-0.15604742,frequency_shifted
5896,5896,0.99371755,0.0154,0.96520996,0.94980997,0.94980997,0.0012272361,0.11521008,0.11398284,frequency_shifted
5556,5556,0.99373746,0.97385997,0.01007,-0.96378994,0.96378994,0.16581036,0.00056366174,-0.1652467,frequency_shifted
441,441,0.9937387,0.96853995,0.015789999,-0.95274997,0.95274997,0.16123812,0.0013151076,-0.15992302,frequency_shifted
1362,1362,0.99375165,0.9697,0.01212,-0.95758,0.95758,0.18424189,0.00035654884,-0.18388534,frequency_shifted
3812,3812,0.9937529,0.96796,0.01392,-0.95404,0.95404,0.1661679,0.0010702852,-0.16509761,frequency_shifted
876,876,0.99380255,0.97743,0.018029999,-0.9594,0.9594,0.18480726,0.0016656796,-0.18314157,frequency_shifted
4773,4773,0.99381125,0.017409999,0.97663,0.95922,0.95922,0.0010990506,0.18010168,0.17900263,frequency_shifted
1016,1016,0.9938122,0.008669999,0.97108,0.96241003,0.96241003,0.00013711091,0.21118894,0.21105184,frequency_shifted
275,275,0.9938139,0.00974,0.97568,0.96594,0.96594,0.00032377112,0.17070518,0.17038141,frequency_shifted
5782,5782,0.9938359,0.01188,0.96800995,0.95612997,0.95612997,0.0008806125,0.16017458,0.15929396,frequency_shifted
2698,2698,0.9938371,0.01728,0.98003995,0.96276,0.96276,0.0038476791,0.15055308,0.1467054,frequency_shifted
5509,5509,0.9938668,0.00826,0.97011,0.96185,0.96185,9.3583774e-05,0.17294192,0.17284834,frequency_shifted
2598,2598,0.99388313,0.0176,0.98494,0.96734,0.96734,0.001978487,0.17030141,0.16832292,frequency_shifted
2328,2328,0.99390507,0.96683997,0.01777,-0.94907,0.94907,0.14950055,0.0031082244,-0.14639233,frequency_shifted
1853,1853,0.99392986,0.01706,0.96924996,0.95219,0.95219,0.00033447932,0.15960719,0.1592727,frequency_shifted
576,576,0.9939358,0.97077996,0.01531,-0.95546997,0.95546997,0.18938173,0.00091110624,-0.18847063,frequency_shifted
5918,5918,0.9939861,0.017889999,0.96734,0.94945,0.94945,0.0027500165,0.1303883,0.1276383,frequency_shifted
3138,3138,0.99399316,0.01701,0.96917,0.95216,0.95216,0.0019584787,0.14326245,0.14130397,frequency_shifted
5084,5084,0.9940356,0.018579999,0.98460996,0.96602994,0.96602994,0.007964982,0.17240436,0.16443938,frequency_shifted
4056,4056,0.99406147,0.00924,0.9691,0.95986,0.95986,0.0006763766,0.16997406,0.16929768,frequency_shifted
1328,1328,0.99407077,0.00887,0.97143,0.96256,0.96256,0.00011292963,0.19782867,0.19771573,frequency_shifted
4508,4508,0.994081,0.96974,0.0092899995,-0.96045,0.96045,0.1812052,0.0009230581,-0.18028215,frequency_shifted
1759,1759,0.9940855,0.00944,0.96827996,0.95883995,0.95883995,0.00015758949,0.15246116,0.15230356,frequency_shifted
2184,2184,0.9941566,0.96696997,0.01776,-0.94921,0.94921,0.15744613,0.0027713957,-0.15467474,frequency_shifted
5822,5822,0.9941872,0.0092,0.96788996,0.95869,0.95869,0.00030926344,0.15410505,0.1537958,frequency_shifted
553,553,0.9942106,0.017339999,0.98455995,0.96721995,0.96721995,0.005227153,0.16306634,0.1578392,frequency_shifted
4666,4666,0.9942162,0.96990997,0.01704,-0.95286995,0.95286995,0.1800941,0.0018275044,-0.17826658,frequency_shifted
1954,1954,0.9942889,0.96957,0.01279,-0.95677996,0.95677996,0.17916636,0.00064660126,-0.17851976,frequency_shifted
2298,2298,0.99430484,0.017339999,0.98287,0.96553,0.96553,0.005219243,0.14189659,0.13667735,frequency_shifted
4244,4244,0.9943392,0.96645,0.01683,-0.94961995,0.94961995,0.14206561,0.0011253969,-0.14094022,frequency_shifted
4852,4852,0.9943606,0.01757,0.98507,0.9675,0.9675,0.001957282,0.16923277,0.16727549,frequency_shifted
5851,5851,0.99438953,0.01743,0.97735,0.95992,0.95992,0.0040527545,0.15869357,0.15464081,frequency_shifted
1268,1268,0.99439704,0.96937996,0.00909,-0.96028996,0.96028996,0.17917417,0.00058895996,-0.17858522,frequency_shifted
2397,2397,0.9944091,0.01761,0.97378,0.95616996,0.95616996,0.0019668536,0.1710098,0.16904294,frequency_shifted
3154,3154,0.9944147,0.96717,0.00888,-0.95829,0.95829,0.1459975,0.00021808132,-0.14577942,frequency_shifted
2316,2316,0.99442023,0.009459999,0.96827996,0.95882,0.95882,0.00094074634,0.15916166,0.15822092,frequency_shifted
4870,4870,0.9944295,0.016789999,0.97145,0.95466,0.95466,0.001357446,0.13823646,0.13687901,frequency_shifted
531,531,0.9944867,0.96726,0.012999999,-0.95426,0.95426,0.16166227,0.0011371796,-0.16052508,frequency_shifted
2711,2711,0.9945022,0.01746,0.97191,0.95445,0.95445,0.0013782135,0.11638918,0.11501096,frequency_shifted
5117,5117,0.9945311,0.017579999,0.97489,0.95731,0.95731,0.0039329072,0.15006039,0.14612748,frequency_shifted
1171,1171,0.9945698,0.0152199995,0.97056997,0.95535,0.95535,0.0010237887,0.1736483,0.17262451,frequency_shifted
5719,5719,0.9945761,0.97467,0.01821,-0.95646,0.95646,0.15621877,0.004232729,-0.15198603,frequency_shifted
5817,5817,0.99457806,0.01739,0.97060996,0.95321995,0.95321995,0.0020575444,0.18184951,0.17979197,frequency_shifted
342,342,0.99458575,0.01797,0.98564,0.96766996,0.96766996,0.0036449318,0.16953328,0.16588835,frequency_shifted
199,199,0.9946052,0.96980995,0.01664,-0.95316994,0.95316994,0.18417312,0.0009159126,-0.1832572,frequency_shifted
5923,5923,0.9946325,0.97036,0.016789999,-0.95357,0.95357,0.1724511,0.003186027,-0.16926506,frequency_shifted
5480,5480,0.99463433,0.00894,0.96773,0.95879,0.95879,0.0006672155,0.15084542,0.15017821,frequency_shifted
3576,3576,0.9946369,0.01743,0.96857,0.95114,0.95114,0.0020722982,0.1657648,0.16369249,frequency_shifted
912,912,0.9946568,0.017479999,0.97634995,0.95886993,0.95886993,0.003360227,0.15772502,0.1543648,frequency_shifted
3058,3058,0.99468815,0.97314,0.0072899996,-0.96585,0.96585,0.23759612,7.645864e-05,-0.23751967,frequency_shifted
2215,2215,0.9946904,0.96568996,0.009339999,-0.95634997,0.95634997,0.14372179,0.00024967812,-0.1434721,frequency_shifted
5149,5149,0.99470705,0.01795,0.97076,0.95281,0.95281,0.007195111,0.19753107,0.19033596,frequency_shifted
5539,5539,0.9947084,0.01704,0.97288996,0.95584995,0.95584995,0.0013255378,0.1465983,0.14527276,frequency_shifted
1815,1815,0.9947182,0.010199999,0.9668,0.95659995,0.95659995,0.0009796005,0.13691127,0.13593167,frequency_shifted
